canonical,name,region,type,population
"Lima, Ohio, United States",Lima,Ohio,City,37873
"Spartanburg, South Carolina, United States",Spartanburg,South Carolina,City,37867
"Hermitage, Tennessee, United States",Hermitage,Tennessee,City,37814
"Park Ridge, Illinois, United States",Park Ridge,Illinois,City,37757
"Fenway/Kenmore, Massachusetts, United States",Fenway/Kenmore,Massachusetts,City,37733
"Winter Haven, Florida, United States",Winter Haven,Florida,City,37689
"Aventura, Florida, United States",Aventura,Florida,City,37649
"Severna Park, Maryland, United States",Severna Park,Maryland,City,37634
"Royal Palm Beach, Florida, United States",Royal Palm Beach,Florida,City,37633
"Brighton, Colorado, United States",Brighton,Colorado,City,37585
"Phenix City, Alabama, United States",Phenix City,Alabama,City,37570
"Milton, Georgia, United States",Milton,Georgia,City,37547
"Sun City, Arizona, United States",Sun City,Arizona,City,37499
"Lake Worth Beach, Florida, United States",Lake Worth Beach,Florida,City,37498
"Kew Gardens Hills, New York, United States",Kew Gardens Hills,New York,City,37479
"Jamaica Plain, Massachusetts, United States",Jamaica Plain,Massachusetts,City,37468
"Monrovia, California, United States",Monrovia,California,City,37463
"Hollister, California, United States",Hollister,California,City,37462
"Los Banos, California, United States",Los Banos,California,City,37457
"Sewell, New Jersey, United States",Sewell,New Jersey,City,37433
"Plant City, Florida, United States",Plant City,Florida,City,37406
"Greenfield, Wisconsin, United States",Greenfield,Wisconsin,City,37349
"Marion, Iowa, United States",Marion,Iowa,City,37330
"Braintree, Massachusetts, United States",Braintree,Massachusetts,City,37297
"Newnan, Georgia, United States",Newnan,Georgia,City,37291
"Texarkana, Texas, United States",Texarkana,Texas,City,37280
"Addison, Illinois, United States",Addison,Illinois,City,37208
"Reynoldsburg, Ohio, United States",Reynoldsburg,Ohio,City,37158
"South Jordan Heights, Utah, United States",South Jordan Heights,Utah,City,37141
"Odenton, Maryland, United States",Odenton,Maryland,City,37132
"Mableton, Georgia, United States",Mableton,Georgia,City,37115
"Hilton Head, South Carolina, United States",Hilton Head,South Carolina,City,37099
"Grants Pass, Oregon, United States",Grants Pass,Oregon,City,37088
"Indian Trail, North Carolina, United States",Indian Trail,North Carolina,City,37073
"Calumet City, Illinois, United States",Calumet City,Illinois,City,37031
"Lincoln Park, Michigan, United States",Lincoln Park,Michigan,City,37012
"Lynnwood, Washington, United States",Lynnwood,Washington,City,36997
"Whitestone, New York, United States",Whitestone,New York,City,36984
"Beloit, Wisconsin, United States",Beloit,Wisconsin,City,36891
"Belleville, New Jersey, United States",Belleville,New Jersey,City,36878
"Longview, Washington, United States",Longview,Washington,City,36848
"Columbia, Tennessee, United States",Columbia,Tennessee,City,36800
"South Miami Heights, Florida, United States",South Miami Heights,Florida,City,36770
"Portage, Indiana, United States",Portage,Indiana,City,36738
"Westfield, Indiana, United States",Westfield,Indiana,City,36738
"New Albany, Indiana, United States",New Albany,Indiana,City,36732
"Clifton Park, New York, United States",Clifton Park,New York,City,36705
"Fort Lee, New Jersey, United States",Fort Lee,New Jersey,City,36672
"Brighton, New York, United States",Brighton,New York,City,36609
"Bartlesville, Oklahoma, United States",Bartlesville,Oklahoma,City,36595
"Ewing, New Jersey, United States",Ewing,New Jersey,City,36559
"San Juan, Texas, United States",San Juan,Texas,City,36556
"Woodhaven, New York, United States",Woodhaven,New York,City,36555
"Mission Bend, Texas, United States",Mission Bend,Texas,City,36501
"San Juan Capistrano, California, United States",San Juan Capistrano,California,City,36454
"Pahrump, Nevada, United States",Pahrump,Nevada,City,36441
"Saint Charles, Maryland, United States",Saint Charles,Maryland,City,36376
"Temple City, California, United States",Temple City,California,City,36365
"Marion, Ohio, United States",Marion,Ohio,City,36363
"Mechanicsville, Virginia, United States",Mechanicsville,Virginia,City,36348
"Lufkin, Texas, United States",Lufkin,Texas,City,36333
"Pennsauken, New Jersey, United States",Pennsauken,New Jersey,City,36332
"Rome, Georgia, United States",Rome,Georgia,City,36323
"Mattapan, Massachusetts, United States",Mattapan,Massachusetts,City,36299
"Claremont, California, United States",Claremont,California,City,36283
"Franklin, Wisconsin, United States",Franklin,Wisconsin,City,36222
"West Hollywood, California, United States",West Hollywood,California,City,36222
"Richfield, Minnesota, United States",Richfield,Minnesota,City,36216
"Bell, California, United States",Bell,California,City,36205
"Lewiston, Maine, United States",Lewiston,Maine,City,36202
"Dunedin, Florida, United States",Dunedin,Florida,City,36164
"Kendall West, Florida, United States",Kendall West,Florida,City,36154
"Del Rio, Texas, United States",Del Rio,Texas,City,36153
"Oakville, Missouri, United States",Oakville,Missouri,City,36143
"Commack, New York, United States",Commack,New York,City,36124
"Menomonee Falls, Wisconsin, United States",Menomonee Falls,Wisconsin,City,36119
"Moorpark, California, United States",Moorpark,California,City,36104
"Gadsden, Alabama, United States",Gadsden,Alabama,City,36084
"Issaquah, Washington, United States",Issaquah,Washington,City,36081
"Spring Hill, Tennessee, United States",Spring Hill,Tennessee,City,36055
"Trumbull, Connecticut, United States",Trumbull,Connecticut,City,36018
"Olive Branch, Mississippi, United States",Olive Branch,Mississippi,City,36010
"Mooresville, North Carolina, United States",Mooresville,North Carolina,City,36009
"West Torrington, Connecticut, United States",West Torrington,Connecticut,City,36000
"Willowbrook, California, United States",Willowbrook,California,City,35983
"Leavenworth, Kansas, United States",Leavenworth,Kansas,City,35980
"Clinton, Maryland, United States",Clinton,Maryland,City,35970
"Cottage Grove, Minnesota, United States",Cottage Grove,Minnesota,City,35918
"Wildwood, Missouri, United States",Wildwood,Missouri,City,35899
"Richmond West, Florida, United States",Richmond West,Florida,City,35884
"Richmond, Indiana, United States",Richmond,Indiana,City,35854
"Oregon City, Oregon, United States",Oregon City,Oregon,City,35831
"Goldsboro, North Carolina, United States",Goldsboro,North Carolina,City,35826
"Manhattan Beach, California, United States",Manhattan Beach,California,City,35818
"Parkland, Washington, United States",Parkland,Washington,City,35803
"Martinez, Georgia, United States",Martinez,Georgia,City,35795
"East Florence, Alabama, United States",East Florence,Alabama,City,35733
"Kyle, Texas, United States",Kyle,Texas,City,35733
"Kearns, Utah, United States",Kearns,Utah,City,35731
"Linton Hall, Virginia, United States",Linton Hall,Virginia,City,35725
"Tupelo, Mississippi, United States",Tupelo,Mississippi,City,35680
"Hot Springs, Arkansas, United States",Hot Springs,Arkansas,City,35635
"Wildomar, California, United States",Wildomar,California,City,35632
"Wentzville, Missouri, United States",Wentzville,Missouri,City,35603
"Roseville, Minnesota, United States",Roseville,Minnesota,City,35580
"Valrico, Florida, United States",Valrico,Florida,City,35545
"Coventry, Rhode Island, United States",Coventry,Rhode Island,City,35525
"Rosenberg, Texas, United States",Rosenberg,Texas,City,35510
"Bettendorf, Iowa, United States",Bettendorf,Iowa,City,35505
"East Point, Georgia, United States",East Point,Georgia,City,35467
"Prattville, Alabama, United States",Prattville,Alabama,City,35420
"Ponte Vedra Beach, Florida, United States",Ponte Vedra Beach,Florida,City,35400
"Boardman, Ohio, United States",Boardman,Ohio,City,35376
"Cooper City, Florida, United States",Cooper City,Florida,City,35364
"Oxon Hill-Glassmanor, Maryland, United States",Oxon Hill-Glassmanor,Maryland,City,35355
"Egypt Lake-Leto, Florida, United States",Egypt Lake-Leto,Florida,City,35282
"North Lawndale, Illinois, United States",North Lawndale,Illinois,City,35276
"Oak Creek, Wisconsin, United States",Oak Creek,Wisconsin,City,35243
"Peachtree City, Georgia, United States",Peachtree City,Georgia,City,35240
"Merrillville, Indiana, United States",Merrillville,Indiana,City,35224
"Saint Cloud, Florida, United States",Saint Cloud,Florida,City,35183
"La Porte, Texas, United States",La Porte,Texas,City,35148
"University City, Missouri, United States",University City,Missouri,City,35058
"Upper Arlington, Ohio, United States",Upper Arlington,Ohio,City,34907
"Torrington, Connecticut, United States",Torrington,Connecticut,City,34906
"Beverly Hills, California, United States",Beverly Hills,California,City,34869
"Inver Grove Heights, Minnesota, United States",Inver Grove Heights,Minnesota,City,34857
"Cumberland, Rhode Island, United States",Cumberland,Rhode Island,City,34843
"Pleasant Hill, California, United States",Pleasant Hill,California,City,34810
"Stow, Ohio, United States",Stow,Ohio,City,34797
"Lauderdale Lakes, Florida, United States",Lauderdale Lakes,Florida,City,34796
"La Vergne, Tennessee, United States",La Vergne,Tennessee,City,34794
"Winter Springs, Florida, United States",Winter Springs,Florida,City,34789
"Merritt Island, Florida, United States",Merritt Island,Florida,City,34743
"Greenpoint, New York, United States",Greenpoint,New York,City,34719
"West Little River, Florida, United States",West Little River,Florida,City,34699
"Brunswick, Ohio, United States",Brunswick,Ohio,City,34689
"San Dimas, California, United States",San Dimas,California,City,34630
"Monroe, North Carolina, United States",Monroe,North Carolina,City,34623
"North Center, Illinois, United States",North Center,Illinois,City,34623
"Queen Creek, Arizona, United States",Queen Creek,Arizona,City,34614
"Kaneohe, Hawaii, United States",Kaneohe,Hawaii,City,34597
"Gahanna, Ohio, United States",Gahanna,Ohio,City,34590
"Leawood, Kansas, United States",Leawood,Kansas,City,34579
"Owasso, Oklahoma, United States",Owasso,Oklahoma,City,34542
"Derry Village, New Hampshire, United States",Derry Village,New Hampshire,City,34539
"Orange, New Jersey, United States",Orange,New Jersey,City,34457
"Central Islip, New York, United States",Central Islip,New York,City,34450
"Norristown, Pennsylvania, United States",Norristown,Pennsylvania,City,34412
"Lower West Side, Illinois, United States",Lower West Side,Illinois,City,34410
"Dyker Heights, New York, United States",Dyker Heights,New York,City,34399
"Glendale, New York, United States",Glendale,New York,City,34389
"Cottonwood Heights, Utah, United States",Cottonwood Heights,Utah,City,34343
"Gallatin, Tennessee, United States",Gallatin,Tennessee,City,34334
"Houma, Louisiana, United States",Houma,Louisiana,City,34287
"Rubidoux, California, United States",Rubidoux,California,City,34280
"Collinwood, Ohio, United States",Collinwood,Ohio,City,34220
"Glendale Heights, Illinois, United States",Glendale Heights,Illinois,City,34208
"Butte, Montana, United States",Butte,Montana,City,34190
"Dana Point, California, United States",Dana Point,California,City,34181
"Benton, Arkansas, United States",Benton,Arkansas,City,34177
"Vestavia Hills, Alabama, United States",Vestavia Hills,Alabama,City,34174
"La Presa, California, United States",La Presa,California,City,34169
"Oakton, Virginia, United States",Oakton,Virginia,City,34166
"Chester, Pennsylvania, United States",Chester,Pennsylvania,City,34092
"Mount Vernon, Washington, United States",Mount Vernon,Washington,City,34053
"Studio City, California, United States",Studio City,California,City,34034
"Salisbury, North Carolina, United States",Salisbury,North Carolina,City,34017
"Riviera Beach, Florida, United States",Riviera Beach,Florida,City,34005
"Orangevale, California, United States",Orangevale,California,City,33960
"Oswego, Illinois, United States",Oswego,Illinois,City,33955
"El Mirage, Arizona, United States",El Mirage,Arizona,City,33935
"West Lake Sammamish, Washington, United States",West Lake Sammamish,Washington,City,33929
"North Bel Air, Maryland, United States",North Bel Air,Maryland,City,33925
"Chelmsford, Massachusetts, United States",Chelmsford,Massachusetts,City,33925
"Bay City, Michigan, United States",Bay City,Michigan,City,33917
"Nacogdoches, Texas, United States",Nacogdoches,Texas,City,33894
"Shrewsbury, Massachusetts, United States",Shrewsbury,Massachusetts,City,33893
"McMinnville, Oregon, United States",McMinnville,Oregon,City,33892
"Bridgeport, Illinois, United States",Bridgeport,Illinois,City,33878
"Dalton, Georgia, United States",Dalton,Georgia,City,33853
"Olney, Maryland, United States",Olney,Maryland,City,33844
"North Providence, Rhode Island, United States",North Providence,Rhode Island,City,33835
"Newark, Delaware, United States",Newark,Delaware,City,33817
"Oak Hill, Virginia, United States",Oak Hill,Virginia,City,33811
"Deer Park, Texas, United States",Deer Park,Texas,City,33806
"Holland, Michigan, United States",Holland,Michigan,City,33742
"Throgs Neck, New York, United States",Throgs Neck,New York,City,33683
"Northbrook, Illinois, United States",Northbrook,Illinois,City,33663
"Hilliard, Ohio, United States",Hilliard,Ohio,City,33649
"Wenatchee, Washington, United States",Wenatchee,Washington,City,33636
"West Fargo, North Dakota, United States",West Fargo,North Dakota,City,33597
